1000	1
2.6485305;6.6286526
7.5058737;9.756165
17.882982;6.6281924
16.85859;6.8659015
19.961098;14.190269
1.3484662;13.6792755
20.890114;7.134251
25.296824;14.140899
26.530922;12.811134
2.266763;0.6821222
14.237286;10.18958
19.022396;6.251176
12.051141;11.178755
21.746204;11.392347
3.5928342;14.024531
10.439204;6.0766644
19.080536;5.0415673
24.356047;1.1256022
9.199845;13.627675
6.8891315;12.685407
4.08737;10.287167
4.9989953;6.082428
22.85613;4.893861
6.2435217;8.150736
5.4686065;13.693826
21.125896;12.380176
18.298777;11.16303
10.714659;4.69542
1.838082;13.040828
1.6818134;3.2803967
8.21383;15.189999
11.613734;3.895512
14.250693;12.83583
24.520987;14.361298
23.31672;10.6972885
26.167103;13.167372
4.2313156;5.193433
7.9524884;2.1021247
23.752302;7.7279654
19.090961;12.830166
26.506977;3.3780608
24.95585;10.891759
7.944714;5.533585
2.916097;12.683145
15.698718;9.206441
1.9364673;15.347358
4.9867096;9.203475
6.5490127;7.7620645
24.915565;11.890192
0.67432404;11.030497
25.69576;12.665929
24.753431;9.242375
20.207294;8.98742
9.35635;5.1780925
26.579927;12.569322
1.6371303;2.3381138
13.674819;5.923738
10.772711;1.423286
13.650307;10.381733
21.332994;5.0049286
3.2075822;5.5377192
3.9003484;14.167465
22.788925;16.331333
12.8703575;16.293278
19.315748;11.303599
1.6933249;1.7788403
26.230947;8.046629
1.2429113;3.313522
8.351746;4.2848635
10.948813;16.635178
9.148355;14.94558
25.392895;9.468525
9.5704365;11.476409
17.120028;2.698809
6.328595;6.5657005
0.74772453;6.8813186
10.460113;3.0000665
21.402954;9.310462
5.526115;6.123415
1.0648706;11.795495
18.587572;5.12855
23.832426;1.7152143
19.727388;8.140273
9.163582;15.654225
2.3396738;3.826241
17.984919;6.4886007
6.8106623;2.4760613
14.647874;4.0701227
4.911049;8.411764
3.7003555;11.013821
3.9005964;7.0644264
5.954243;1.9826707
10.6830635;11.06691
25.503336;4.9720454
9.614839;6.055313
1.9896877;15.962512
8.762688;6.739212
14.62529;13.446978
23.374798;12.930324
12.760859;9.86263
1.401516;13.511398
23.703506;4.712095
4.0059633;7.4720545
7.2335687;4.3353004
15.795074;13.73989
9.360322;12.564422
16.484592;13.236551
17.203365;1.1306534
12.37034;3.6967022
18.446348;10.192211
4.896972;9.399184
20.7025;3.0677986
1.1055434;3.0843062
2.7653677;13.015584
12.465104;1.0185676
2.9164286;16.122677
10.190409;8.131432
17.085241;7.7189407
18.858364;12.390628
16.233778;16.708158
24.427305;11.019274
18.679201;2.801893
2.4545555;15.745421
8.90779;15.931373
7.6941924;7.632193
5.0349307;16.91148
7.7357197;4.073058
8.364346;8.90085
15.538759;2.0747547
22.715;12.982602
6.1041813;1.3518786
15.451923;15.021804
5.04984;10.547845
0.6516184;5.3058944
23.082556;13.391956
9.392257;10.661684
8.556972;2.0305955
0.91101086;4.5626564
7.6177135;15.4001
16.856903;11.590152
12.941828;1.2719653
7.168372;3.6150117
3.043285;15.218683
11.464653;14.697686
26.906378;16.356098
6.292999;12.916112
24.667753;7.489992
12.067344;2.675287
25.431698;2.0689688
5.0550194;4.3099957
1.9460471;2.750165
19.467655;2.594056
19.87869;15.460272
2.0301108;10.723621
23.761255;6.162409
21.691338;12.157938
2.2273917;11.864234
2.2966285;5.8146224
12.990173;4.757869
8.118563;10.315486
19.825031;8.215679
25.490778;10.527505
11.7514105;6.664299
8.164257;14.407232
6.2147036;2.273642
7.7097664;7.7282767
8.538048;10.367684
1.2857227;9.594115
6.646324;14.84377
11.630339;8.132925
3.8181815;11.069979
6.3873057;3.4593668
12.729357;6.7729187
11.040627;14.118679
7.64614;15.677357
1.1865128;13.901367
6.372956;1.8745797
25.266977;15.708669
25.364779;16.377651
10.303757;16.238194
26.673237;13.0321665
7.214199;7.050359
13.594973;14.643128
5.2387667;13.3259535
3.2497017;11.018689
15.427647;8.566068
20.402292;14.325309
15.5006895;4.9524484
10.703283;16.065975
2.7286043;5.1398954
15.3027725;8.2922
10.4660845;6.8053007
19.866955;8.414343
13.570614;9.719563
22.61983;4.7951837
15.0492;2.4294405
8.846556;16.474518
1.8137525;12.553935
14.632605;11.442684
17.982388;8.282659
11.004261;7.837602
8.116252;12.45743
24.462318;12.300852
17.420906;5.26991
8.519997;16.175991
3.0984466;14.49101
21.727718;7.237663
3.706116;6.4871755
18.477196;2.588443
6.342743;6.2761846
19.663334;16.676163
2.9436913;10.333871
18.058403;2.1558323
17.655077;14.313153
20.134893;1.9250144
13.579474;10.659185
7.4035554;3.8906684
6.3283105;12.657185
12.305179;10.210112
6.884532;0.69216937
21.979128;11.883056
19.91606;12.61836
16.100554;6.4396315
18.193087;5.167991
3.4299378;9.268538
5.74664;8.288931
4.103448;1.5968243
20.372341;11.303546
12.837006;15.16915
14.581145;14.169876
1.5493877;6.469681
16.341476;3.094385
17.584667;8.9880085
21.94711;13.463606
4.7384133;5.694752
16.498692;12.801952
13.648061;11.369883
11.759743;4.223347
11.380287;3.3135448
9.159756;13.475203
20.54813;10.775466
24.876492;0.5013424
10.680439;12.714262
18.059301;15.90389
11.485458;2.45543
0.7173961;4.9178457
11.839317;13.95908
3.1169143;5.0321546
22.756504;1.1518464
9.023754;7.1807537
10.581712;0.57773006
24.024218;11.070552
20.976267;1.5992122
19.220577;13.021784
25.85452;5.4418383
21.266083;2.8322008
5.3799067;13.345032
13.194605;2.7792397
2.431564;8.8213005
15.949536;5.6845093
26.052507;10.060828
24.598885;3.9497302
6.8423095;6.6638947
2.777192;12.951748
10.340988;13.868419
9.547407;15.451566
14.297621;16.032434
7.1685777;12.625727
5.435032;14.763471
21.268848;9.591146
12.620217;1.4799056
7.402393;2.3419268
15.16497;16.97854
13.947141;10.8002615
21.10008;10.442401
24.725403;13.256665
15.453724;13.591238
5.0884433;1.1170638
18.685753;2.982064
8.649643;16.71721
20.077145;15.349644
7.8190045;5.616328
0.9913628;3.917847
26.638557;4.4512396
18.932566;13.556696
7.03646;5.0557036
15.246154;3.5405695
23.564833;11.914645
12.888871;12.4281025
10.308346;13.893778
10.538397;7.72058
2.2079477;12.427386
3.4930556;0.6141099
21.835876;10.553075
5.508791;10.781266
8.647865;1.295964
13.838058;0.55456233
10.178514;3.8465378
5.5298223;9.02972
6.202715;9.768036
11.754515;16.01873
11.265379;5.359544
6.366977;4.3070803
18.053064;3.8898354
11.675168;13.566708
3.5033147;15.7812
15.355364;7.845341
16.893015;6.140213
4.034786;16.257511
19.528147;3.7084117
26.740969;15.094915
13.849306;8.096529
6.410746;7.2205424
18.83569;0.8041677
